Company Name,Industry,Symbol,Series,ISIN Code,Index Name,Company
REC Ltd.,Financial Services,RECLTD,EQ,INE020B01018,ind_niftylargemidcap250list,
Rail Vikas Nigam Ltd.,Construction,RVNL,EQ,INE415G01027,ind_niftylargemidcap250list,
Reliance Industries Ltd.,Oil Gas & Consumable Fuels,RELIANCE,EQ,INE002A01018,ind_niftylargemidcap250list,
SBI Cards and Payment Services Ltd.,Financial Services,SBICARD,EQ,INE018E01016,ind_niftylargemidcap250list,
SBI Life Insurance Company Ltd.,Financial Services,SBILIFE,EQ,INE123W01016,ind_niftylargemidcap250list,
SJVN Ltd.,Power,SJVN,EQ,INE002L01015,ind_niftylargemidcap250list,
SKF India Ltd.,Capital Goods,SKFINDIA,EQ,INE640A01023,ind_niftylargemidcap250list,
SRF Ltd.,Chemicals,SRF,EQ,INE647A01010,ind_niftylargemidcap250list,
Samvardhana Motherson International Ltd.,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035,ind_niftylargemidcap250list,
Schaeffler India Ltd.,Automobile and Auto Components,SCHAEFFLER,EQ,INE513A01022,ind_niftylargemidcap250list,
Shree Cement Ltd.,Construction Materials,SHREECEM,EQ,INE070A01015,ind_niftylargemidcap250list,
Shriram Finance Ltd.,Financial Services,SHRIRAMFIN,EQ,INE721A01013,ind_niftylargemidcap250list,
Siemens Ltd.,Capital Goods,SIEMENS,EQ,INE003A01024,ind_niftylargemidcap250list,
Solar Industries India Ltd.,Chemicals,SOLARINDS,EQ,INE343H01029,ind_niftylargemidcap250list,
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS,EQ,INE073K01018,ind_niftylargemidcap250list,
Star Health and Allied Insurance Company Ltd.,Financial Services,STARHEALTH,EQ,INE575P01011,ind_niftylargemidcap250list,
State Bank of India,Financial Services,SBIN,EQ,INE062A01020,ind_niftylargemidcap250list,
Steel Authority of India Ltd.,Metals & Mining,SAIL,EQ,INE114A01011,ind_niftylargemidcap250list,
Sumitomo Chemical India Ltd.,Chemicals,SUMICHEM,EQ,INE258G01013,ind_niftylargemidcap250list,
Sun Pharmaceutical Industries Ltd.,Healthcare,SUNPHARMA,EQ,INE044A01036,ind_niftylargemidcap250list,
Sun TV Network Ltd.,Media Entertainment & Publication,SUNTV,EQ,INE424H01027,ind_niftylargemidcap250list,
Sundaram Finance Ltd.,Financial Services,SUNDARMFIN,EQ,INE660A01013,ind_niftylargemidcap250list,
Sundram Fasteners Ltd.,Automobile and Auto Components,SUNDRMFAST,EQ,INE387A01021,ind_niftylargemidcap250list,
Supreme Industries Ltd.,Capital Goods,SUPREMEIND,EQ,INE195A01028,ind_niftylargemidcap250list,
Suzlon Energy Ltd.,Capital Goods,SUZLON,EQ,INE040H01021,ind_niftylargemidcap250list,
Syngene International Ltd.,Healthcare,SYNGENE,EQ,INE398R01022,ind_niftylargemidcap250list,
TVS Motor Company Ltd.,Automobile and Auto Components,TVSMOTOR,EQ,INE494B01023,ind_niftylargemidcap250list,
Tata Chemicals Ltd.,Chemicals,TATACHEM,EQ,INE092A01019,ind_niftylargemidcap250list,
Tata Communications Ltd.,Telecommunication,TATACOMM,EQ,INE151A01013,ind_niftylargemidcap250list,
Tata Consultancy Services Ltd.,Information Technology,TCS,EQ,INE467B01029,ind_niftylargemidcap250list,
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,TATACONSUM,EQ,INE192A01025,ind_niftylargemidcap250list,
Tata Elxsi Ltd.,Information Technology,TATAELXSI,EQ,INE670A01012,ind_niftylargemidcap250list,
Tata Motors Ltd DVR,Automobile and Auto Components,TATAMTRDVR,EQ,IN9155A01020,ind_niftylargemidcap250list,
Tata Motors Ltd.,Automobile and Auto Components,TATAMOTORS,EQ,INE155A01022,ind_niftylargemidcap250list,
Tata Power Co. Ltd.,Power,TATAPOWER,EQ,INE245A01021,ind_niftylargemidcap250list,
Tata Steel Ltd.,Metals & Mining,TATASTEEL,EQ,INE081A01020,ind_niftylargemidcap250list,
Tata Technologies Ltd.,Information Technology,TATATECH,EQ,INE142M01025,ind_niftylargemidcap250list,
Tech Mahindra Ltd.,Information Technology,TECHM,EQ,INE669C01036,ind_niftylargemidcap250list,
The New India Assurance Company Ltd.,Financial Services,NIACL,EQ,INE470Y01017,ind_niftylargemidcap250list,
The Ramco Cements Ltd.,Construction Materials,RAMCOCEM,EQ,INE331A01037,ind_niftylargemidcap250list,
Thermax Ltd.,Capital Goods,THERMAX,EQ,INE152A01029,ind_niftylargemidcap250list,
Timken India Ltd.,Capital Goods,TIMKEN,EQ,INE325A01013,ind_niftylargemidcap250list,
Titan Company Ltd.,Consumer Durables,TITAN,EQ,INE280A01028,ind_niftylargemidcap250list,
Torrent Pharmaceuticals Ltd.,Healthcare,TORNTPHARM,EQ,INE685A01028,ind_niftylargemidcap250list,
Torrent Power Ltd.,Power,TORNTPOWER,EQ,INE813H01021,ind_niftylargemidcap250list,
Trent Ltd.,Consumer Services,TRENT,EQ,INE849A01020,ind_niftylargemidcap250list,
Tube Investments of India Ltd.,Automobile and Auto Components,TIINDIA,EQ,INE974X01010,ind_niftylargemidcap250list,
UNO Minda Ltd.,Automobile and Auto Components,UNOMINDA,EQ,INE405E01023,ind_niftylargemidcap250list,
UPL Ltd.,Chemicals,UPL,EQ,INE628A01036,ind_niftylargemidcap250list,
UltraTech Cement Ltd.,Construction Materials,ULTRACEMCO,EQ,INE481G01011,ind_niftylargemidcap250list,
Union Bank of India,Financial Services,UNIONBANK,EQ,INE692A01016,ind_niftylargemidcap250list,
United Breweries Ltd.,Fast Moving Consumer Goods,UBL,EQ,INE686F01025,ind_niftylargemidcap250list,
United Spirits Ltd.,Fast Moving Consumer Goods,UNITDSPR,EQ,INE854D01024,ind_niftylargemidcap250list,
Varun Beverages Ltd.,Fast Moving Consumer Goods,VBL,EQ,INE200M01021,ind_niftylargemidcap250list,
Vedant Fashions Ltd.,Consumer Services,MANYAVAR,EQ,INE825V01034,ind_niftylargemidcap250list,
Vedanta Ltd.,Metals & Mining,VEDL,EQ,INE205A01025,ind_niftylargemidcap250list,
Vodafone Idea Ltd.,Telecommunication,IDEA,EQ,INE669E01016,ind_niftylargemidcap250list,
Voltas Ltd.,Consumer Durables,VOLTAS,EQ,INE226A01021,ind_niftylargemidcap250list,
Wipro Ltd.,Information Technology,WIPRO,EQ,INE075A01022,ind_niftylargemidcap250list,
Yes Bank Ltd.,Financial Services,YESBANK,EQ,INE528G01035,ind_niftylargemidcap250list,
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,ZFCVINDIA,EQ,INE342J01019,ind_niftylargemidcap250list,
Zee Entertainment Enterprises Ltd.,Media Entertainment & Publication,ZEEL,EQ,INE256A01028,ind_niftylargemidcap250list,
Zomato Ltd.,Consumer Services,ZOMATO,EQ,INE758T01015,ind_niftylargemidcap250list,
Zydus Lifesciences Ltd.,Healthcare,ZYDUSLIFE,EQ,INE010B01027,ind_niftylargemidcap250list,
360 ONE WAM Ltd.,Financial Services,360ONE,EQ,INE466L01038,ind_niftymidsmallcap400list,
3M India Ltd.,Diversified,3MINDIA,EQ,INE470A01017,ind_niftymidsmallcap400list,
ACC Ltd.,Construction Materials,ACC,EQ,INE012A01025,ind_niftymidsmallcap400list,
AIA Engineering Ltd.,Capital Goods,AIAENG,EQ,INE212H01026,ind_niftymidsmallcap400list,
APL Apollo Tubes Ltd.,Capital Goods,APLAPOLLO,EQ,INE702C01027,ind_niftymidsmallcap400list,
AU Small Finance Bank Ltd.,Financial Services,AUBANK,EQ,INE949L01017,ind_niftymidsmallcap400list,
Aarti Industries Ltd.,Chemicals,AARTIIND,EQ,INE769A01020,ind_niftymidsmallcap400list,
Aavas Financiers Ltd.,Financial Services,AAVAS,EQ,INE216P01012,ind_niftymidsmallcap400list,
Abbott India Ltd.,Healthcare,ABBOTINDIA,EQ,INE358A01014,ind_niftymidsmallcap400list,
Action Construction Equipment Ltd.,Capital Goods,ACE,EQ,INE731H01025,ind_niftymidsmallcap400list,
Adani Wilmar Ltd.,Fast Moving Consumer Goods,AWL,EQ,INE699H01024,ind_niftymidsmallcap400list,
Aditya Birla Capital Ltd.,Financial Services,ABCAPITAL,EQ,INE674K01013,ind_niftymidsmallcap400list,
Aditya Birla Fashion and Retail Ltd.,Consumer Services,ABFRL,EQ,INE647O01011,ind_niftymidsmallcap400list,
Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,AEGISLOG,EQ,INE208C01025,ind_niftymidsmallcap400list,
Aether Industries Ltd.,Chemicals,AETHER,EQ,INE0BWX01014,ind_niftymidsmallcap400list,
Affle (India) Ltd.,Information Technology,AFFLE,EQ,INE00WC01027,ind_niftymidsmallcap400list,
Ajanta Pharmaceuticals Ltd.,Healthcare,AJANTPHARM,EQ,INE031B01049,ind_niftymidsmallcap400list,
Alembic Pharmaceuticals Ltd.,Healthcare,APLLTD,EQ,INE901L01018,ind_niftymidsmallcap400list,
Alkem Laboratories Ltd.,Healthcare,ALKEM,EQ,INE540L01014,ind_niftymidsmallcap400list,
Alkyl Amines Chemicals Ltd.,Chemicals,ALKYLAMINE,EQ,INE150B01039,ind_niftymidsmallcap400list,
Allcargo Logistics Ltd.,Services,ALLCARGO,EQ,INE418H01029,ind_niftymidsmallcap400list,
Alok Industries Ltd.,Textiles,ALOKINDS,EQ,INE270A01029,ind_niftymidsmallcap400list,
Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,ARE&M,EQ,INE885A01032,ind_niftymidsmallcap400list,
Amber Enterprises India Ltd.,Consumer Durables,AMBER,EQ,INE371P01015,ind_niftymidsmallcap400list,
Anand Rathi Wealth Ltd.,Financial Services,ANANDRATHI,EQ,INE463V01026,ind_niftymidsmallcap400list,
Angel One Ltd.,Financial Services,ANGELONE,EQ,INE732I01013,ind_niftymidsmallcap400list,
Anupam Rasayan India Ltd.,Chemicals,ANURAS,EQ,INE930P01018,ind_niftymidsmallcap400list,
Apar Industries Ltd.,Capital Goods,APARINDS,EQ,INE372A01015,ind_niftymidsmallcap400list,
Apollo Tyres Ltd.,Automobile and Auto Components,APOLLOTYRE,EQ,INE438A01022,ind_niftymidsmallcap400list,
Aptus Value Housing Finance India Ltd.,Financial Services,APTUS,EQ,INE852O01025,ind_niftymidsmallcap400list,
Archean Chemical Industries Ltd.,Chemicals,ACI,EQ,INE128X01021,ind_niftymidsmallcap400list,
Asahi India Glass Ltd.,Automobile and Auto Components,ASAHIINDIA,EQ,INE439A01020,ind_niftymidsmallcap400list,
Ashok Leyland Ltd.,Capital Goods,ASHOKLEY,EQ,INE208A01029,ind_niftymidsmallcap400list,
Aster DM Healthcare Ltd.,Healthcare,ASTERDM,EQ,INE914M01019,ind_niftymidsmallcap400list,
AstraZenca Pharma India Ltd.,Healthcare,ASTRAZEN,EQ,INE203A01020,ind_niftymidsmallcap400list,
Astral Ltd.,Capital Goods,ASTRAL,EQ,INE006I01046,ind_niftymidsmallcap400list,
Atul Ltd.,Chemicals,ATUL,EQ,INE100A01010,ind_niftymidsmallcap400list,
Aurobindo Pharma Ltd.,Healthcare,AUROPHARMA,EQ,INE406A01037,ind_niftymidsmallcap400list,
Avanti Feeds Ltd.,Fast Moving Consumer Goods,AVANTIFEED,EQ,INE871C01038,ind_niftymidsmallcap400list,
BEML Ltd.,Capital Goods,BEML,EQ,INE258A01016,ind_niftymidsmallcap400list,
BLS International Services Ltd.,Consumer Services,BLS,EQ,INE153T01027,ind_niftymidsmallcap400list,
BSE Ltd.,Financial Services,BSE,EQ,INE118H01025,ind_niftymidsmallcap400list,
Balaji Amines Ltd.,Chemicals,BALAMINES,EQ,INE050E01027,ind_niftymidsmallcap400list,
Balkrishna Industries Ltd.,Automobile and Auto Components,BALKRISIND,EQ,INE787D01026,ind_niftymidsmallcap400list,
Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,BALRAMCHIN,EQ,INE119A01028,ind_niftymidsmallcap400list,
Bandhan Bank Ltd.,Financial Services,BANDHANBNK,EQ,INE545U01014,ind_niftymidsmallcap400list,
Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016,ind_niftymidsmallcap400list,
Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014,ind_niftymidsmallcap400list,
Bata India Ltd.,Consumer Durables,BATAINDIA,EQ,INE176A01028,ind_niftymidsmallcap400list,
Bayer Cropscience Ltd.,Chemicals,BAYERCROP,EQ,INE462A01022,ind_niftymidsmallcap400list,
Bharat Dynamics Ltd.,Capital Goods,BDL,EQ,INE171Z01026,ind_niftymidsmallcap400list,
Bharat Forge Ltd.,Automobile and Auto Components,BHARATFORG,EQ,INE465A01025,ind_niftymidsmallcap400list,
Bharat Heavy Electricals Ltd.,Capital Goods,BHEL,EQ,INE257A01026,ind_niftymidsmallcap400list,
Bikaji Foods International Ltd.,Fast Moving Consumer Goods,BIKAJI,EQ,INE00E101023,ind_niftymidsmallcap400list,
Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013,ind_niftymidsmallcap400list,
Birla Corporation Ltd.,Construction Materials,BIRLACORPN,EQ,INE340A01012,ind_niftymidsmallcap400list,
Birlasoft Ltd.,Information Technology,BSOFT,EQ,INE836A01035,ind_niftymidsmallcap400list,
Blue Dart Express Ltd.,Services,BLUEDART,EQ,INE233B01017,ind_niftymidsmallcap400list,
Blue Star Ltd.,Consumer Durables,BLUESTARCO,EQ,INE472A01039,ind_niftymidsmallcap400list,
Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,BBTC,EQ,INE050A01025,ind_niftymidsmallcap400list,
Borosil Renewables Ltd.,Capital Goods,BORORENEW,EQ,INE666D01022,ind_niftymidsmallcap400list,
Brigade Enterprises Ltd.,Realty,BRIGADE,EQ,INE791I01019,ind_niftymidsmallcap400list,
C.E. Info Systems Ltd.,Information Technology,MAPMYINDIA,EQ,INE0BV301023,ind_niftymidsmallcap400list,
CCL Products (I) Ltd.,Fast Moving Consumer Goods,CCL,EQ,INE421D01022,ind_niftymidsmallcap400list,
CESC Ltd.,Power,CESC,EQ,INE486A01021,ind_niftymidsmallcap400list,
CG Power and Industrial Solutions Ltd.,Capital Goods,CGPOWER,EQ,INE067A01029,ind_niftymidsmallcap400list,
CIE Automotive India Ltd.,Automobile and Auto Components,CIEINDIA,EQ,INE536H01010,ind_niftymidsmallcap400list,
CRISIL Ltd.,Financial Services,CRISIL,EQ,INE007A01025,ind_niftymidsmallcap400list,
CSB Bank Ltd.,Financial Services,CSBBANK,EQ,INE679A01013,ind_niftymidsmallcap400list,
Campus Activewear Ltd.,Consumer Durables,CAMPUS,EQ,INE278Y01022,ind_niftymidsmallcap400list,
Can Fin Homes Ltd.,Financial Services,CANFINHOME,EQ,INE477A01020,ind_niftymidsmallcap400list,
Caplin Point Laboratories Ltd.,Healthcare,CAPLIPOINT,EQ,INE475E01026,ind_niftymidsmallcap400list,
Capri Global Capital Ltd.,Financial Services,CGCL,EQ,INE180C01042,ind_niftymidsmallcap400list,
Carborundum Universal Ltd.,Capital Goods,CARBORUNIV,EQ,INE120A01034,ind_niftymidsmallcap400list,
Castrol India Ltd.,Oil Gas & Consumable Fuels,CASTROLIND,EQ,INE172A01027,ind_niftymidsmallcap400list,
Ceat Ltd.,Automobile and Auto Components,CEATLTD,EQ,INE482A01020,ind_niftymidsmallcap400list,
Cello World Ltd.,Consumer Durables,CELLO,EQ,INE0LMW01024,ind_niftymidsmallcap400list,
Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010,ind_niftymidsmallcap400list,
Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011,ind_niftymidsmallcap400list,
Century Plyboards (India) Ltd.,Consumer Durables,CENTURYPLY,EQ,INE348B01021,ind_niftymidsmallcap400list,
Century Textile & Industries Ltd.,Forest Materials,CENTURYTEX,EQ,INE055A01016,ind_niftymidsmallcap400list,
Cera Sanitaryware Ltd,Consumer Durables,CERA,EQ,INE739E01017,ind_niftymidsmallcap400list,
Chalet Hotels Ltd.,Consumer Services,CHALET,EQ,INE427F01016,ind_niftymidsmallcap400list,
Chambal Fertilizers & Chemicals Ltd.,Chemicals,CHAMBLFERT,EQ,INE085A01013,ind_niftymidsmallcap400list,
Chemplast Sanmar Ltd.,Chemicals,CHEMPLASTS,EQ,INE488A01050,ind_niftymidsmallcap400list,
Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,CHENNPETRO,EQ,INE178A01016,ind_niftymidsmallcap400list,
Cholamandalam Financial Holdings Ltd.,Financial Services,CHOLAHLDNG,EQ,INE149A01033,ind_niftymidsmallcap400list,
City Union Bank Ltd.,Financial Services,CUB,EQ,INE491A01021,ind_niftymidsmallcap400list,
Clean Science and Technology Ltd.,Chemicals,CLEAN,EQ,INE227W01023,ind_niftymidsmallcap400list,
Cochin Shipyard Ltd.,Capital Goods,COCHINSHIP,EQ,INE704P01025,ind_niftymidsmallcap400list,
Coforge Ltd.,Information Technology,COFORGE,EQ,INE591G01017,ind_niftymidsmallcap400list,
Computer Age Management Services Ltd.,Financial Services,CAMS,EQ,INE596I01012,ind_niftymidsmallcap400list,
Concord Biotech Ltd.,Healthcare,CONCORDBIO,EQ,INE338H01029,ind_niftymidsmallcap400list,
Container Corporation of India Ltd.,Services,CONCOR,EQ,INE111A01025,ind_niftymidsmallcap400list,
Coromandel International Ltd.,Chemicals,COROMANDEL,EQ,INE169A01031,ind_niftymidsmallcap400list,
Craftsman Automation Ltd.,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017,ind_niftymidsmallcap400list,
CreditAccess Grameen Ltd.,Financial Services,CREDITACC,EQ,INE741K01010,ind_niftymidsmallcap400list,
Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,CROMPTON,EQ,INE299U01018,ind_niftymidsmallcap400list,
Cummins India Ltd.,Capital Goods,CUMMINSIND,EQ,INE298A01020,ind_niftymidsmallcap400list,
Cyient Ltd.,Information Technology,CYIENT,EQ,INE136B01020,ind_niftymidsmallcap400list,
DCM Shriram Ltd.,Diversified,DCMSHRIRAM,EQ,INE499A01024,ind_niftymidsmallcap400list,
DOMS Industries Ltd.,Fast Moving Consumer Goods,DOMS,EQ,INE321T01012,ind_niftymidsmallcap400list,
Dalmia Bharat Ltd.,Construction Materials,DALBHARAT,EQ,INE00R701025,ind_niftymidsmallcap400list,
Data Patterns (India) Ltd.,Capital Goods,DATAPATTNS,EQ,INE0IX101010,ind_niftymidsmallcap400list,
Deepak Fertilisers & Petrochemicals Corp. Ltd.,Chemicals,DEEPAKFERT,EQ,INE501A01019,ind_niftymidsmallcap400list,
Deepak Nitrite Ltd.,Chemicals,DEEPAKNTR,EQ,INE288B01029,ind_niftymidsmallcap400list,
Delhivery Ltd.,Services,DELHIVERY,EQ,INE148O01028,ind_niftymidsmallcap400list,
Devyani International Ltd.,Consumer Services,DEVYANI,EQ,INE872J01023,ind_niftymidsmallcap400list,
Dixon Technologies (India) Ltd.,Consumer Durables,DIXON,EQ,INE935N01020,ind_niftymidsmallcap400list,
Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024,ind_niftymidsmallcap400list,
Dummy Raymond Ltd.,Textiles,DUMMYRAYMD,BE,DUM301A01014,ind_niftymidsmallcap400list,
Dummy Sanofi India Ltd.,Healthcare,DUMMYSANOF,BE,DUM058A01010,ind_niftymidsmallcap400list,
E.I.D. Parry (India) Ltd.,Chemicals,EIDPARRY,EQ,INE126A01031,ind_niftymidsmallcap400list,
EIH Ltd.,Consumer Services,EIHOTEL,EQ,INE230A01023,ind_niftymidsmallcap400list,
EPL Ltd.,Capital Goods,EPL,EQ,INE255A01020,ind_niftymidsmallcap400list,
Easy Trip Planners Ltd.,Consumer Services,EASEMYTRIP,EQ,INE07O001026,ind_niftymidsmallcap400list,
Elecon Engineering Co. Ltd.,Capital Goods,ELECON,EQ,INE205B01031,ind_niftymidsmallcap400list,
Elgi Equipments Ltd.,Capital Goods,ELGIEQUIP,EQ,INE285A01027,ind_niftymidsmallcap400list,
Emami Ltd.,Fast Moving Consumer Goods,EMAMILTD,EQ,INE548C01032,ind_niftymidsmallcap400list,
Endurance Technologies Ltd.,Automobile and Auto Components,ENDURANCE,EQ,INE913H01037,ind_niftymidsmallcap400list,
Engineers India Ltd.,Construction,ENGINERSIN,EQ,INE510A01028,ind_niftymidsmallcap400list,
Equitas Small Finance Bank Ltd.,Financial Services,EQUITASBNK,EQ,INE063P01018,ind_niftymidsmallcap400list,
Eris Lifesciences Ltd.,Healthcare,ERIS,EQ,INE406M01024,ind_niftymidsmallcap400list,
Escorts Kubota Ltd.,Capital Goods,ESCORTS,EQ,INE042A01014,ind_niftymidsmallcap400list,
Exide Industries Ltd.,Automobile and Auto Components,EXIDEIND,EQ,INE302A01020,ind_niftymidsmallcap400list,
FDC Ltd.,Healthcare,FDC,EQ,INE258B01022,ind_niftymidsmallcap400list,
FSN E-Commerce Ventures Ltd.,Consumer Services,NYKAA,EQ,INE388Y01029,ind_niftymidsmallcap400list,
Federal Bank Ltd.,Financial Services,FEDERALBNK,EQ,INE171A01029,ind_niftymidsmallcap400list,
Fertilisers and Chemicals Travancore Ltd.,Chemicals,FACT,EQ,INE188A01015,ind_niftymidsmallcap400list,
Fine Organic Industries Ltd.,Chemicals,FINEORG,EQ,INE686Y01026,ind_niftymidsmallcap400list,
Finolex Cables Ltd.,Capital Goods,FINCABLES,EQ,INE235A01022,ind_niftymidsmallcap400list,
Finolex Industries Ltd.,Capital Goods,FINPIPE,EQ,INE183A01024,ind_niftymidsmallcap400list,
Firstsource Solutions Ltd.,Services,FSL,EQ,INE684F01012,ind_niftymidsmallcap400list,
Five-Star Business Finance Ltd.,Financial Services,FIVESTAR,EQ,INE128S01021,ind_niftymidsmallcap400list,
Fortis Healthcare Ltd.,Healthcare,FORTIS,EQ,INE061F01013,ind_niftymidsmallcap400list,
GMM Pfaudler Ltd.,Capital Goods,GMMPFAUDLR,EQ,INE541A01023,ind_niftymidsmallcap400list,
GMR Airports Infrastructure Ltd.,Services,GMRINFRA,EQ,INE776C01039,ind_niftymidsmallcap400list,
Garden Reach Shipbuilders & Engineers Ltd.,Capital Goods,GRSE,EQ,INE382Z01011,ind_niftymidsmallcap400list,
General Insurance Corporation of India,Financial Services,GICRE,EQ,INE481Y01014,ind_niftymidsmallcap400list,
Gillette India Ltd.,Fast Moving Consumer Goods,GILLETTE,EQ,INE322A01010,ind_niftymidsmallcap400list,
Gland Pharma Ltd.,Healthcare,GLAND,EQ,INE068V01023,ind_niftymidsmallcap400list,
Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO,EQ,INE159A01016,ind_niftymidsmallcap400list,
Glenmark Life Sciences Ltd.,Healthcare,GLS,EQ,INE03Q201024,ind_niftymidsmallcap400list,
Glenmark Pharmaceuticals Ltd.,Healthcare,GLENMARK,EQ,INE935A01035,ind_niftymidsmallcap400list,
Global Health Ltd.,Healthcare,MEDANTA,EQ,INE474Q01031,ind_niftymidsmallcap400list,
Godawari Power & Ispat Ltd.,Capital Goods,GPIL,EQ,INE177H01021,ind_niftymidsmallcap400list,
Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,GODFRYPHLP,EQ,INE260B01028,ind_niftymidsmallcap400list,
Godrej Industries Ltd.,Diversified,GODREJIND,EQ,INE233A01035,ind_niftymidsmallcap400list,
Godrej Properties Ltd.,Realty,GODREJPROP,EQ,INE484J01027,ind_niftymidsmallcap400list,
Granules India Ltd.,Healthcare,GRANULES,EQ,INE101D01020,ind_niftymidsmallcap400list,
Graphite India Ltd.,Capital Goods,GRAPHITE,EQ,INE371A01025,ind_niftymidsmallcap400list,
Great Eastern Shipping Co. Ltd.,Services,GESHIP,EQ,INE017A01032,ind_niftymidsmallcap400list,
Grindwell Norton Ltd.,Capital Goods,GRINDWELL,EQ,INE536A01023,ind_niftymidsmallcap400list,
Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL,EQ,INE036B01030,ind_niftymidsmallcap400list,
Gujarat Fluorochemicals Ltd.,Chemicals,FLUOROCHEM,EQ,INE09N301011,ind_niftymidsmallcap400list,
Gujarat Gas Ltd.,Oil Gas & Consumable Fuels,GUJGASLTD,EQ,INE844O01030,ind_niftymidsmallcap400list,
Gujarat Mineral Development Corporation Ltd.,Metals & Mining,GMDCLTD,EQ,INE131A01031,ind_niftymidsmallcap400list,
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,Chemicals,GNFC,EQ,INE113A01013,ind_niftymidsmallcap400list,
Gujarat Pipavav Port Ltd.,Services,GPPL,EQ,INE517F01014,ind_niftymidsmallcap400list,
Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC,EQ,INE026A01025,ind_niftymidsmallcap400list,
Gujarat State Petronet Ltd.,Oil Gas & Consumable Fuels,GSPL,EQ,INE246F01010,ind_niftymidsmallcap400list,
H.E.G. Ltd.,Capital Goods,HEG,EQ,INE545A01016,ind_niftymidsmallcap400list,
HBL Power Systems Ltd.,Automobile and Auto Components,HBLPOWER,EQ,INE292B01021,ind_niftymidsmallcap400list,
HDFC Asset Management Company Ltd.,Financial Services,HDFCAMC,EQ,INE127D01025,ind_niftymidsmallcap400list,
HFCL Ltd.,Telecommunication,HFCL,EQ,INE548A01028,ind_niftymidsmallcap400list,
Happiest Minds Technologies Ltd.,Information Technology,HAPPSTMNDS,EQ,INE419U01012,ind_niftymidsmallcap400list,
Happy Forgings Ltd.,Capital Goods,HAPPYFORGE,EQ,INE330T01021,ind_niftymidsmallcap400list,
Himadri Speciality Chemical Ltd.,Chemicals,HSCL,EQ,INE019C01026,ind_niftymidsmallcap400list,
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026,ind_niftymidsmallcap400list,
Hindustan Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,HINDPETRO,EQ,INE094A01015,ind_niftymidsmallcap400list,
Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,ind_niftymidsmallcap400list,
Hitachi Energy India Ltd.,Capital Goods,POWERINDIA,EQ,INE07Y701011,ind_niftymidsmallcap400list,
Home First Finance Company India Ltd.,Financial Services,HOMEFIRST,EQ,INE481N01025,ind_niftymidsmallcap400list,
Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028,ind_niftymidsmallcap400list,
Honeywell Automation India Ltd.,Capital Goods,HONAUT,EQ,INE671A01010,ind_niftymidsmallcap400list,
Housing & Urban Development Corporation Ltd.,Financial Services,HUDCO,EQ,INE031A01017,ind_niftymidsmallcap400list,
ICICI Securities Ltd.,Financial Services,ISEC,EQ,INE763G01038,ind_niftymidsmallcap400list,
IDBI Bank Ltd.,Financial Services,IDBI,EQ,INE008A01015,ind_niftymidsmallcap400list,
IDFC First Bank Ltd.,Financial Services,IDFCFIRSTB,EQ,INE092T01019,ind_niftymidsmallcap400list,
IDFC Ltd.,Financial Services,IDFC,EQ,INE043D01016,ind_niftymidsmallcap400list,
IIFL Finance Ltd.,Financial Services,IIFL,EQ,INE530B01024,ind_niftymidsmallcap400list,
IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022,ind_niftymidsmallcap400list,
IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021,ind_niftymidsmallcap400list,
ITI Ltd.,Telecommunication,ITI,EQ,INE248A01017,ind_niftymidsmallcap400list,
India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012,ind_niftymidsmallcap400list,
Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016,ind_niftymidsmallcap400list,
Indian Bank,Financial Services,INDIANB,EQ,INE562A01011,ind_niftymidsmallcap400list,
